,original,clase,clase_text
847,  tomacó   cooperatives conca   tordera  pallafols         malgratdemar    residències  gent             impulsem  iniciativa   marc   anyinternacionalfruitesiverdures  ,8,accio climatica alimentacio i agenda rural
853, secretari  política lingüística      explicat     cat  àmbits    treballant  direcció general     fomentar  català  audiovisual   ,6,educacio
854,  informació rellevant      resolució slt 2654 2021   19 agost    manté  limitació   mobilitat nocturna  19 municipis   catalunya  20  26 agost    consulta  llistat  municipis afectats       ,12,cultura
862,increment   exportacions catalanes    semestre   superior    mitjana estatal     zona euro,3,economia i hisenda
865, 5 anys  conèixer  alia   hussein    filla  21 anys   zozan    camp  refugiats  nord  grècia   arribat     periple fugint   guerra  síria    fil    ,6,educacio
873, exportacions catalanes sumen 39 684 milions euros   semestre  superant  nivells previs   pandèmia    millor   juny   sèrie històrica  ,3,economia i hisenda
880,increment   exportacions catalanes    semestre   superior    mitjana estatal     zona euro   xifra exportacions  gener  juny  2021 representa  25 9       exportacions   espanyol,5,accio exterior i govern obert
881,    exportacions catalanes sumen 39 684 milions euros   semestre  superant  nivells previs   pandèmia    millor   juny   sèrie històrica    ,3,economia i hisenda
884, diversitat   llibertat molesten          persones          driouech      treballi   igualtat  diversitat  llibertat  democràcia seguirem    ,4,igualtat i feminismes
885,  perfil  sabies     entrevistar  pere calders  anava   universitat    fundar  cineclub     ciutat  badalona   1 0 coses    sabies   vicesecretari general  comunicació  estratègia   erc    ,12,cultura
886, peça clau   lluita   foc   servei  prevenció incendis forestals  departament acció climàtica  equip  n avalua  perill   factors   sequera   humitat   temperatures  gràcies   feinada     ,0,presidencia
902, companyes afganeses   tarda   plaça sant jaume  barcelona     afganistan  ,15,immigracio
904, behalf of the    strongly condemn the deadly terrorist attacks near  kabulairport and express condolences to all the people in  afghanistan     it is crucial to ensure the safety of all the people gathered at the airport ,15,immigracio
909,  vacuna t  cita      pots fer  16  20 h   punts  vacunació distribuïts   país      menors  16   acompanyats   mare   pare   tutor  legal       consulta  centres disponibles     ,9,salut
916,  màxima prudència  onada  calor    alt risc  incendi    pròxims dies      surtis  exterior   hores   calor  hidrata t       evita accés  medi natural     veus  columna  fum  truca   112   ,9,salut
917, procés  crear  vacuna hipra  amer   selva    covid    decisiu    bona feina   indústria   recerca  catalunya   ,9,salut
924,   casa   gràcies  fer  gaudir    futbol     millor   història   colors blaugranes    gràcies    leo   ,9,salut
929, felicitats        medallista català   tokyo2020  ,9,salut
930,  empresa  treball   pagament  60 867 700 euros corresponents  ajut   persones  erto  fixes discontinues   ,2,empresa i treball
935,1 3 celebrem   possible ampliació  aeroport  prat s inclogui  aprovació   dora prevista     setembre  aprofitem   redefinir  model aeroportuari  catalunya      congruent   ods  agenda 2030 ,1,vicepresidencia i politiques digitals i territori
939,    catalunya  superat  9 milions  dosis posades     punts  vacunació    centres atenció primària   hospitals       crida   població  demani cita   mantingui  bon ritme  vacunació          ,6,educacio
946,    president    mantingut  reunió  treball   junta directiva   taula   sector  encapçalada    presidenta  francina alsina  ,5,accio exterior i govern obert
957, preocupat    evolucionant incendi forestal  santa coloma  queralt    suport  equips emergència  demanem  màxima prudència  veïns  veïnes   zona   vital mantenir  informats   moment  seguir  indicacions   ,13,justicia
961,  dies elevadíssim risc incendis   veiem    massís  montgrí   extremar  prudència    costat      serveis emergència   ,10,interior
979, canvi  vent   tarda  obligat   bomberscat  reubicar vehicles   variar  ruta   maer  treballen   ifcastellviderosanes  incendi actiu     58    11       cremat  126    martorell  castellví  rosanes  ,10,interior
992,   president      cat   president  govern espanyol  perfectament   referèndum   catalunya  inevitable   llegeix entrevista sencera  ,0,presidencia
998,abraçada   dignitat   fermesa    indescriptible  retrobament   injust  dolorós   gràcies      exemple     costat  amics   volem  casa  marta   ,9,salut
1000,  madrid   temps acció    renuncies  catalunya reclama amnistia  autodeterminació     immediata   repressió  reactivar  diàleg sincer   negociació     prioritat  sabent  venim      volem      clar ,15,immigracio
1007, colpit   mort isabel pallarès   docent compromesa sindicalment  independentista  esquerres   trobarem   faltar   abraçada  forta  família  companys  amics   ,0,presidencia
1013, hora  posar    repressió   hora  referèndum acordat  aval internacional   desitja  majoria   població  catalunya  amnistia  autodeterminació  llibertat  democràcia  negociació  acord    moment  tornar  fer política  afrontem    ,0,presidencia
1024,   president    visitat  delegació     eu  brussel    pogut saludar  directores   agències       cat     benelux juntament   delegat adjunt ignasi subirà  ,12,cultura
1025,agraït   reunió   president    waterloo     tingut  conversa amable  franca  profitosa  seguirem treballant   independència  catalunya   farem fent inevitable amnistia   reconeixement  autodeterminació   ,0,presidencia
1028,  sincer condol    família  amics  companys       moments  dolor     costat  desitjar   ràpida recuperació   resta  ferits   abraçada    cos   ,10,interior
1036,diumenge  bon temps   tornar   dir  alt    feixisme   dreta rància rabiïn  amnistia  autodeterminació  independència         convicció ,0,presidencia
1037,estratègia  vacunació funciona   perfecció      generació    vacunar    demanar cita dijous     paloma   m  vacunat   gràcies   feinada   fent       demana cita     joemvacuno  ,9,salut
1041,   marató 2020 tanca   marcador  13 864 073       lamaratoalcotxetv3    milions  gràcies  fer  possible     ,9,salut
1042,enhorabona emilio morenatti  pulitzer   captar  soledat   dolor  angoixa   gent    covid19     compromís   treball  professionals   cures   ,12,cultura
1046,    president    assistit  acte entrega   premidhonor   lletres catalanes  escriptora maria barbal    ,12,cultura
1053,   posa  marxa  usapps  web app  denúncia   situacions  violència   centres educatius   lesescoleslliuresdeviolències     ,6,educacio
1058, abraçada  forta      sentit condol    família  perdre  mare   dur        injusta presó  pateixes  lluitarem    llibertat ,0,presidencia
1059,    president   acompanyat   alcalde      visitat  mercat municipal  torreforta   s  reunit  representants   federacions  veïns  tarragona    associacions veïnals federades tarragona segle xxi  ,12,cultura
1065,  posar    violències masclistes   feminicidis  vull expressar   sentit condol   família   víctima    govern     departament igualtat  feminismes  capdavant  treballarem incansablement  acabar   xacra   ,4,igualtat i feminismes
1068,  persones nascudes   1972  1976   demanar cita  vacunar     consulta  dates disponibles  demana dia  hora     vacunar    responsabilitat col lectiva    joemvacuno  ,9,salut
1070,  govern aprova noves millores   mesures  contenció    covid19       ,9,salut
1071,  podia        tribunal general   unió europea retorna  immunitat       comin        bona notícia  independentisme   democràcia  europa   arribar  justícia  seguim    ,0,presidencia
1075,  callar    lgbtifòbia  màxima condemna     suport   víctimes   ,13,justicia
1079,   vacances estiu s   posar  marxa  taula  negociació    entrevista        ,6,educacio
1086, president      govern posarà  marxa   immediata   integral  salut mental  emocional  ,9,salut
1087,comença  caminar  nova generalitat    compromís inequívoc  fer  fàcil  amable  feliç  vida   ciutadania  personalment   donaré   fer possible  catalunya pròspera  justa  verda  feminista  lliure  volem    fills  filles   ,0,presidencia
1091,  col laboració ciutadana busquem  martín ezequiel álvarez giaccio   persona relacionada   mort   fill  barcelona    informació truqueu   112  ,13,justicia
1092,oriol junqueras   mesos   indult   millor camí  arribar   independència    campions  procés  negociació    ,0,presidencia
1093, mesos   indults  presos independentistes  adaptació  plans  futur    ,0,presidencia
1101,  4 anys   solidaritat  vèncer    recordarem   17 agost      determinació   ferm compromís   pau  poble  catalunya   sentit record      deixar   forta abraçada    famílies   17a,13,justicia
1103, abraçada  jordi         família   ,9,salut
1104,    dimecres  màxima precaució  responsabilitat   risc incendis   extrem   veus  columna  fum  truca  112  ,9,salut
1105,gràcies   somni  gràcies       donat  gràcies  sentir  colors    fet  dia  21 anys  catalunya   casa      família  torna   leo messi ,9,salut
1106, gaudit   marta  dies  família  gràcies     pararem  treballar   llibertat    persones exiliades    llibertat   país  t estimem   ,0,presidencia
1107,  suport  pol   repressió   farà defallir   ,13,justicia
1108,  proposta  clara     demana  immensa majoria   ciutadania  catalunya  amnistia  autodeterminació    hora    proposta té  govern espanyol   catalans   catalanes    ,0,presidencia
