,text,Prediction
0,quiero   gracias      deportistas españoles   esfuerzo   tesón   ganas   puesto    juegosolimpicos    españa   17 medallas  42 diplomas olímpicos    gloria      esperamos   brazos abiertos      tokyo2020  ,presidencia
0,españa  espera  orgullo   luchado   sueños   años    superación  resistencia     minuto   gracias    equipo olímpico español   enhorabuena   17 medallas   diplomas  marcas   tokyo2020      elcorazóndeespaña  ,presidencia
0, actuaciones  desarrollo  hub  barcelona crearán    espacio natural  delta  llobregat     superficie adicional protegida medioambientalmente  25   relación   actual     artículo      ,presidencia
0,    actuaciones  desarrollo  hub  barcelona compensarían  zonas  especial protección   red natura 2000 afectadas  crearían   espacio natural  delta  llobregat       tribuna          psc      ,presidencia
0,   5  agosto  1939  trece mujeres valientes  asesinadas  defender  democracia  luchar   libertad   justicia social     socialistas      memoria   permitiremos   nombres  borren   historia   13rosas,presidencia
0,  absoluta condemna  crims masclistes  s  emportat  vida  4 dones   implicació       lluita   violència masclista  fonamental  acabar   xacra     silenciar  negar   abraçada  familiars   víctimes ,salut
0,       arribat   acord  ampliar aeroport josep tarradellas barcelona  prat  convertir    hub internacional  respectant  medi natural    notícia    creació ocupació   competitivitat   recuperació econòmica  catalunya,presidencia
0, president aragonès  pot deixar  cadira buida   conferència  presidents   tracten temes fonamentals   pandèmia   recuperació econòmica   catalunya    comunitat autònoma  s  quedat     representació   inconcebible ,presidencia
0,conmocionado   leer  carta   madre  rodrigo   joven  14 años  depresión   lamentablemente   quitó  vida   suicidio    causa  muerte  españa   jóvenes  debemos romper  silencio  acabar   problema   saludmental  ,presidencia
0,  deixat  company dídac pestaña  alcalde  gavà  1985   2005   diputat  parlament  catalunya   viiia legislatura    condol       cat  familiars  amistats    terra   lleu  company   ,presidencia
0, deja     actrices  cine español  pilar bardem    mujer   conprometida   justicia social   igualdad   libertad    afecto   familia  amistades   ,presidencia
0,lamento   fallecimiento  pilar bardem   condolencias   familia    compañeros  profesión    deja    mejores actrices   mujer referente  compromiso social   ,cultura
0, profunda tristeza recibo  noticia  fallecimiento   actriz  activista pilar bardem  traslado  condolencias   hijos  familia  amistades  compañeros  compañeras  profesión   memoria  mantendrá  viva     ,cultura
0, gracias   colaboración   extinción    ifllançà  ,autopromocio
0,  darrers dies catalunya  patint greus incendis forestals   ifcastellvíderosanes   ifllançà  m  posat  contacte   alcaldies  municipis afectats  mostrar   preocupació     suport  serveis    especialment    ,presidencia
0,enllaç  text complet    xoc social     ,autopromocio
0,4  important increment pressupostari   serveis socials   necessitem forts  5  nous programes inclusió  joves  àmbit laboral  6  polítiques accés  habitatge   ajuts permanents   any ,autopromocio
0, 6 eixos tenen   objectiu   1  garantir  ingressos mínims   2  avançar    modernització   sistema  cures reduint llistes espera  3  especial atenció   infància  risc  garantint alimentació  365 dies any      escola ,autopromocio
0, s  reunit   governalternatiu   valorat  preocupació  5a onada   covid19   aprovat    xoc  recull 26 accions socials englobades  6 eixos acció   beneficiarien  2 700 000 catalans  catalanes    inversió     1 500m  ,presidencia
0,43 anys   unitat socialista  catalunya  43 anys  servei  treballadors   treballadores   classes populars  43 anys  servei   societat catalana    anys  psc   ,interior
0,trobarem  faltar    explicar economia fent  senzilla     condol   familiars  amistats    terra   lleu  josep maria   ,autopromocio
0,    anys   diàleg  justícia social  igualtat  solidaritat   felicitats    família   cat   ,interior
0,   cat  acompanyat          preses  possessió   ministres  govern espanya   orgull   ,interior
0,quiero felicitar     propuesto  ministro         propuesta  ministra       sort  encerts  nom    família   cat  ,educacio
0, tarda     alcalde  sant andreu   barca  visitat empresa  carregadors        fàbrica europea  situada  sant andreu   barca  dona feina  500 persones   ,presidencia
0,  enérgica repulsa  señalamiento público   vox pretende someter  rba       ricardo    sincero apoyo   firme compromiso   libertad  expresión ,interior
0, odio mata     condenamos  asesinato  samuel  trasladamos  solidaridad   familia  amig     justiciaparasamuel  ,cultura
0,emocionant partit    fet tornar  vibrar   catalans   espanya  luis enrique   bona sort   semifinals     ,presidencia
0,     porta   orgull  viu   orgull       28j     socialistes  comprometem  lluitar   lgtbifòbia    plataformes      passejar   mà   vulguem      agressió    psc    ,presidencia
0,   pandemia  servido  reafirmar  necesidad   público   apuesta  psoe        servido  comprobar   sanidad pública  universal      respuesta          foropsoeex  juntosmásfuertes      ,accio climatica alimentacio i agenda rural
0,   pandemia  demostrado   coordinación   mecanismos  co gobernanza  gobierno  comunidades autónomas funcionan       lección   responde     crisis          foropsoeex  juntosmásfuertes      ,presidencia
0,  europa     respondido   retos   crisis   demostrado   actuar   coordinada defendiendo  intereses  450 millones  habitantes   europa   reafirmado    proyecto          foropsoeex  juntosmásfuertes      ,inmigracio
0,   lealtad  administraciones  básica  afrontar  garantías  pandemia     necesario cooperar  coordinar  acciones     país  salir reforzado          foropsoeex  juntosmásfuertes      ,presidencia
0,   debilidad permanente  pp    mantiene  vida  fuerza    derecha  españa          foropsoeex  juntosmásfuertes      ,presidencia
0,   fondos europeos   oportunidad     servir  parchear  economía   debemos transformar  modelo productivo  ése   reto   desafío          foropsoeex  juntosmásfuertes      ,autopromocio
0,  debemos ponernos  acuerdo   fiscalidad    regiones debemos jugar    reglas       comunidades tributen 0    pasa   madrid          foropsoeex  juntosmásfuertes      ,autopromocio
0,   mentiras  independentismo      mayoría independentista   instituciones falsas     amnistía    progresa   ruptura  alguien  izquierdas    independentista          foropsoeex  juntosmásfuertes      ,autopromocio
0,   indultos   gesto  generosidad  reafirma    derecho   toman  base  convicciones     acto  valentía   inteligencia política   abren             foropsoeex  juntosmásfuertes      ,presidencia
0,         cataluña  abrió   14f       catalanes  vivido   engaño basado  mentiras     falsa mayoría    instituciones falsas    derechos ficticios   vincular avances sociales   rupturismo    psc     ,presidencia
0,        pandemia  dejado  lecciones     necesidad   público     utilidad     bienestar    emblema  sanidad pública    importancia  multilateralismo     psc     ,accio climatica alimentacio i agenda rural
0, nit  podreu veure   3   salvador illa  alternatiu      gràcies   equip  programa   passar   bona estona   ,autopromocio
0,    concordia    independentistas  quizá convencidos    causa concitaba  apoyo    mayoría  olvidaron  obstáculos   riesgos   deriva unilateral  ilegal      artículo        pais    psc      ,interior
0,   concordia       anunciado  medida histórica  cataluña   españa  constitucional  valiente  magnánima     concesión  indultos   presos  procés    enorme calado social  emocional   conjunto   ciudadanías catalana  española   ,presidencia
0,    vespre    té  possibilitat  pujar   divisió        passat  tarda fent  prèvia  partit   penya jovent gironí   penya immortal    girona   ,autopromocio
0,  retrobament  socialistes catalans  valencians    illes balears  barcelona       ministre   secretari       oposició  catalunya     presidenta       armengol   president            psc    ,presidencia
0,erosa hèsta aran    toti  aranesi  enguan celebram eth 30 anniversari dera reconstitucion deth conselh generau aran   maxima institucion aranesa  sedença der autogovèrn aranés     hèstadaran2021  ,autopromocio
0,    día   país    aprobación   planderecuperación abordamos  reto  modernizar españa  felicidades presidente     españapuede  ,presidencia
0,         compromís    ampliació respectarà  qualitat  vida  veins  veines      millorarà   sensibilitat ambiental  infraestructura    psc     ,cultura
0,     ampliació  aeroport  prat    catalunya necessita avançar       avançar  necessita   infraestructura  important   connecta   món s adapti  ritme  creixement  catalunya       psc     ,presidencia
0, enhorabuena     galardonado    prestigioso premio pulitzer   fuerza   fotografías   impacto   pandemia   mayores quedarán     memoria     testimonio   dureza     golpeado  covid 19   ,autopromocio
0,consternado   terrible noticia   fulminado  esperanza   pensábamos    cometer  barbaridad    sincero pésame  beatriz  madre  anna  olivia      familia   ,cultura
